0.175202919,0.374885274,0.892225135,-1
0.153229314,0.343157363,0.882204933,-1
0.171869346,0.344990778,0.873212578,-1
0.195336624,0.323488603,0.823584229,1
0.201296978,0.780842653,0.827580378,1
0.179558185,0.355809753,0.761276835,1
0.182556791,0.481782442,0.81964921,1
0.179392031,0.365607756,0.670222623,1
0.170715757,0.36989,0.870855969,-1
0.171145233,0.354166681,0.751644932,-1
0.520560102,0.399378812,0.796733442,1
0.214897291,0.389965816,0.770599205,1
0.177307918,0.485596227,0.833398152,1
0.175651154,0.700392897,0.812260959,1
0.205349071,0.407452436,0.878394322,1
0.183413686,0.383729547,0.893901217,-1
0.189942522,0.354343624,0.772783677,-1
0.220398578,0.450106176,0.561421906,1
0.178673367,0.330296528,0.839736655,-1
0.194164744,0.543780098,0.770774447,1
0.186852829,0.330660845,0.804807044,-1
0.176163115,0.343267889,0.880260312,-1
0.166480729,0.346778466,0.844709649,-1
0.17389647,0.515608552,0.603670132,1
0.223247552,1.314668268,0.885123497,1
0.184916436,0.478379031,0.847333005,-1
0.202153926,0.339501036,0.829668588,-1
0.209532035,0.364105494,0.850974003,1
0.159366536,0.346999001,0.730368975,1
0.171345541,0.330310869,0.824678977,-1
0.30656682,0.760766235,0.690749997,1
0.17031723,0.361942176,0.841535676,-1
2.012063253,0.442586323,0.910114739,1
0.17171599,0.44892976,0.855380986,-1
0.209108183,1.261920891,0.475994654,1
0.173340999,0.333889851,0.859962864,-1
0.173948222,0.338239927,0.892824046,-1
0.151437318,0.353514175,0.897885084,-1
0.180577603,0.350071921,0.73843213,-1
0.172885544,0.359410344,0.817061317,-1
0.178726007,0.338458289,0.887110874,-1
0.176504026,0.347464749,0.884311494,-1
0.18392872,0.346143344,0.824352486,-1
0.177245692,0.35140036,0.791538486,-1
0.175389458,0.319691027,0.77378278,-1
0.168366806,0.314075278,0.891944126,-1
0.184186392,0.356188248,0.673606579,-1
0.487640772,2.444360216,0.775791204,1
0.163732185,0.397324058,0.82709079,-1
0.482545175,3.169794611,0.833304146,1
0.173296613,0.361669913,0.890760407,1
0.180432401,0.340478367,0.852457962,-1
0.17748577,0.359562553,0.797765932,1
0.171177534,0.501151271,0.627001514,1
0.281761599,0.863408818,0.869349708,1
0.172594043,0.329307944,0.89050997,-1
0.174514239,0.26038031,0.855927594,-1
0.18825965,0.394878493,0.881287327,-1
